Order_Date,Ship_Mode,Segment,City,State,Country,Orders_Market,Orders_Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Person,People_Region,Order_ID,Market
2014-06-18T00:00:00.000Z,First Class,Corporate,SKOKIE,Illinois,UNITED STATES,US,Central,Office Supplies,Paper,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",,12,2.0,0.2,4.4312,1.76,Anna Andreadi,Central,CA-2014-131618,United States
2014-03-19T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,0.0,9.312,1.76,Medium,Matt Collister,West,CA-2014-143084,United States
2013-09-20T00:00:00.000Z,Standard Class,Corporate,LEÓN,Guanajuato,MEXICO,LATAM,North,Office Supplies,Art,"Boston Markers, Easy-Erase",17.76,1,0.0,2.48,1.75,Medium,Jack Lebron,North,MX-2013-111500,LATAM
2014-11-13T00:00:00.000Z,Standard Class,Corporate,SAMARINDA,Kalimantan Timur,INDONESIA,APAC,Southeast Asia,Furniture,Furnishings,"Tenex Door Stop, Durable",89.6148,3,0.27,-18.4752,1.75,Medium,Alejandro Ballentine,Southeast Asia,IN-2014-68337,APAC
2013-11-28T00:00:00.000Z,Standard Class,Corporate,CANCÚN,Quintana Roo,MEXICO,LATAM,North,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",18.0,3,0.0,4.68,1.74,Low,Jack Lebron,North,MX-2013-128440,LATAM
2013-05-10T00:00:00.000Z,Standard Class,Corporate,AUSTIN,Texas,UNITED STATES,US,Central,Office Supplies,Paper,Xerox 1911,76.64,2,0.2,26.824,1.73,Medium,Anna Andreadi,Central,US-2013-144057,United States
2013-09-03T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Art,Blackstonian Pencils,18.69,7,0.0,5.2332,1.73,Medium,Matt Collister,West,CA-2013-126732,United States
2014-11-03T00:00:00.000Z,Standard Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Binders,"Cardinal Binder Covers, Durable",27.0,2,0.0,13.2,1.72,Medium,Shirley Daniels,North Asia,IN-2014-60476,APAC
2014-01-31T00:00:00.000Z,Standard Class,Home Office,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Art,Newell 338,8.82,3,0.0,2.3814,1.69,Low,Matt Collister,West,CA-2014-112725,United States
2014-01-27T00:00:00.000Z,Standard Class,Consumer,SEOUL,Seoul,SOUTH KOREA,APAC,North Asia,Office Supplies,Binders,"Ibico Binding Machine, Recycled",77.67,3,0.5,-62.19,1.68,Medium,Shirley Daniels,North Asia,ID-2014-68505,APAC
2014-10-08T00:00:00.000Z,Standard Class,Consumer,LIMA,Lima (city),PERU,LATAM,South,Office Supplies,Binders,"Wilson Jones Binder, Economy",15.624,3,0.4,2.304,1.67,High,Chuck Magee,South,US-2014-167500,LATAM
2013-08-21T00:00:00.000Z,Standard Class,Home Office,MARSEILLE,Provence-Alpes-Côte d'Azur,FRANCE,EU,Central,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",60.42,2,0.0,9.66,1.66,Medium,Anna Andreadi,Central,ES-2013-3927096,EU
2013-10-11T00:00:00.000Z,Standard Class,Consumer,BENDIGO,Victoria,AUSTRALIA,APAC,Oceania,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint",29.304,1,0.4,-5.886,1.65,Medium,Anthony Jacobs,Oceania,ID-2013-83975,APAC
2013-12-12T00:00:00.000Z,Same Day,Consumer,ANAHEIM,California,UNITED STATES,US,West,Office Supplies,Binders,"\"Black Avery Memo-Size 3-Ring Binder, 5 1/2\"\" x 8 1/2\"\"\"",5.872,2,0.2,2.1286,1.65,Critical,Matt Collister,West,CA-2013-165330,United States
2013-04-23T00:00:00.000Z,Standard Class,Home Office,PHOENIX,Arizona,UNITED STATES,US,West,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068,1.62,Low,Matt Collister,West,CA-2013-109869,United States
2013-09-06T00:00:00.000Z,First Class,Consumer,REDONDO BEACH,California,UNITED STATES,US,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.942,1.62,Critical,Matt Collister,West,CA-2013-151372,United States
2013-06-04T00:00:00.000Z,Standard Class,Corporate,PEKANBARU,Riau,INDONESIA,APAC,Southeast Asia,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",17.7126,2,0.47,-4.7274,1.61,Medium,Alejandro Ballentine,Southeast Asia,ID-2013-72362,APAC
2014-11-11T00:00:00.000Z,Standard Class,Corporate,SOYAPANGO,San Salvador,EL SALVADOR,LATAM,Central,Furniture,Furnishings,"Eldon Photo Frame, Black",38.74,1,0.0,13.54,1.6,Medium,Anna Andreadi,Central,MX-2014-159800,LATAM
2013-03-08T00:00:00.000Z,Same Day,Home Office,VIENNA,Vienna,AUSTRIA,EU,Central,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",22.68,2,0.0,3.6,1.59,High,Anna Andreadi,Central,ES-2013-4790317,EU
2014-05-01T00:00:00.000Z,Standard Class,Home Office,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,0.2,7.553,1.59,High,Matt Collister,West,CA-2014-150609,United States
2013-09-24T00:00:00.000Z,Standard Class,Consumer,ZAPOPAN,Jalisco,MEXICO,LATAM,North,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",20.18,1,0.0,1.2,1.58,High,Jack Lebron,North,MX-2013-150140,LATAM
2014-01-17T00:00:00.000Z,Standard Class,Home Office,DHAKA,Dhaka,BANGLADESH,APAC,Central Asia,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",40.32,3,0.0,14.85,1.58,Medium,Nora Preis,Central Asia,IN-2014-77941,APAC
2013-08-24T00:00:00.000Z,First Class,Corporate,GUILIN,Guangxi,CHINA,APAC,North Asia,Office Supplies,Supplies,"Kleencut Ruler, Steel",64.8,5,0.0,13.5,1.58,High,Shirley Daniels,North Asia,IN-2013-70990,APAC
2013-06-26T00:00:00.000Z,Standard Class,Corporate,YORK,Pennsylvania,UNITED STATES,US,East,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.9312,1.58,High,Kelly Williams,East,US-2013-152051,United States
2013-03-15T00:00:00.000Z,Standard Class,Consumer,SAHUAYO DE JOSÉ MARÍA MORELOS,Michoacán,MEXICO,LATAM,North,Office Supplies,Art,"BIC Pens, Blue",19.04,2,0.0,0.16,1.58,High,Jack Lebron,North,MX-2013-139948,LATAM
2013-09-16T00:00:00.000Z,Standard Class,Home Office,VILLEMOMBLE,Ile-de-France,FRANCE,EU,Central,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",13.14,2,0.0,5.22,1.57,High,Anna Andreadi,Central,ES-2013-3159008,EU
2014-09-18T00:00:00.000Z,Standard Class,Home Office,RENQIU,Hebei,CHINA,APAC,North Asia,Office Supplies,Fasteners,"OIC Clamps, Metal",19.89,1,0.0,1.59,1.57,Medium,Shirley Daniels,North Asia,IN-2014-25637,APAC
2014-12-03T00:00:00.000Z,First Class,Consumer,LOWELL,Massachusetts,UNITED STATES,US,East,Office Supplies,Supplies,Staples,4.36,2,0.0,0.174399999999999,1.56,Critical,Kelly Williams,East,CA-2014-167395,United States
2013-01-17T00:00:00.000Z,Standard Class,Home Office,CONCORD,New Hampshire,UNITED STATES,US,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0.0,13.1956,1.55,Medium,Kelly Williams,East,CA-2013-116736,United States
2014-12-29T00:00:00.000Z,Standard Class,Consumer,ROUND ROCK,Texas,UNITED STATES,US,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.32,-11.596,1.55,Medium,Anna Andreadi,Central,CA-2014-136539,United States
2014-09-10T00:00:00.000Z,Standard Class,Corporate,PHILADELPHIA,Pennsylvania,UNITED STATES,US,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,1.54,Medium,Kelly Williams,East,US-2014-118087,United States
2013-06-03T00:00:00.000Z,Standard Class,Corporate,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,0.0,13.8828,1.54,High,Matt Collister,West,US-2013-119046,United States
2013-07-08T00:00:00.000Z,Second Class,Consumer,CALABOZO,Guárico,VENEZUELA,LATAM,South,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth",36.336,2,0.4,1.816,1.54,Medium,Chuck Magee,South,MX-2013-134194,LATAM
2013-03-09T00:00:00.000Z,Standard Class,Corporate,JACKSON,Michigan,UNITED STATES,US,Central,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0.0,3.753,1.53,High,Anna Andreadi,Central,US-2013-140172,United States
2014-06-05T00:00:00.000Z,Second Class,Consumer,TEGUCIGALPA,Francisco Morazán,HONDURAS,LATAM,Central,Office Supplies,Storage,"Smead Folders, Blue",13.992,2,0.4,-6.568,1.52,Medium,Anna Andreadi,Central,US-2014-103828,United States
2014-06-11T00:00:00.000Z,Second Class,Corporate,CAEN,Lower Normandy,FRANCE,EU,Central,Office Supplies,Art,"Stanley Highlighters, Fluorescent",31.92,2,0.0,11.76,1.52,Medium,Anna Andreadi,Central,ES-2014-2731678,EU
2013-11-20T00:00:00.000Z,Second Class,Consumer,STAVANGER,Rogaland,NORWAY,EU,North,Office Supplies,Envelopes,"GlobeWeis Mailers, Security-Tint",40.95,1,0.0,15.96,1.52,Medium,Jack Lebron,North,ES-2013-3285003,EU
2013-12-19T00:00:00.000Z,First Class,Home Office,SALEM,Oregon,UNITED STATES,US,West,Office Supplies,Paper,"\"Black Print Carbonless 8 1/2\"\" x 8 1/4\"\" Rapid Memo Book\"",11.648,2,0.2,3.7856,1.52,Medium,Matt Collister,West,CA-2013-145261,United States
2013-04-02T00:00:00.000Z,Standard Class,Consumer,BARCELONA,Catalonia,SPAIN,EU,South,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",23.64,4,0.0,8.4,1.51,Medium,Chuck Magee,South,ES-2013-4972434,EU
2014-04-24T00:00:00.000Z,First Class,Consumer,GREELEY,Colorado,UNITED STATES,US,West,Office Supplies,Envelopes,Staples,18.688,2,0.2,7.008,1.51,Medium,Matt Collister,West,CA-2014-101700,United States
2014-09-25T00:00:00.000Z,Standard Class,Consumer,TOWNSVILLE,Queensland,AUSTRALIA,APAC,Oceania,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",23.652,3,0.1,8.622,1.5,Medium,Anthony Jacobs,Oceania,IN-2014-49402,APAC
2013-05-29T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1\"\"",22.72,4,0.2,7.384,1.49,Low,Matt Collister,West,CA-2013-134803,United States
2014-01-27T00:00:00.000Z,First Class,Corporate,LONDON,England,UNITED KINGDOM,EU,North,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",33.534,3,0.1,5.184,1.48,Medium,Jack Lebron,North,ES-2014-1197792,EU
2014-09-02T00:00:00.000Z,Standard Class,Consumer,MÉRIDA,Yucatán,MEXICO,LATAM,North,Office Supplies,Art,"Boston Pens, Fluorescent",20.64,2,0.0,7.84,1.47,Medium,Jack Lebron,North,MX-2014-106978,LATAM
2013-10-30T00:00:00.000Z,Standard Class,Consumer,YUSHU,Jilin,CHINA,APAC,North Asia,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",21.6,2,0.0,7.98,1.47,Medium,Shirley Daniels,North Asia,IN-2013-22571,APAC
2014-09-24T00:00:00.000Z,Standard Class,Corporate,LIMA,Lima (city),PERU,LATAM,South,Office Supplies,Labels,"Avery Removable Labels, Adjustable",20.736,6,0.4,-10.464,1.45,Medium,Chuck Magee,South,US-2014-104010,LATAM
2013-09-03T00:00:00.000Z,Standard Class,Consumer,CHARLOTTE,North Carolina,UNITED STATES,US,South,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,0.7,-17.5651,1.45,High,Chuck Magee,South,CA-2013-106950,United States
2013-07-23T00:00:00.000Z,Standard Class,Corporate,COLUMBIA,Maryland,UNITED STATES,US,East,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0.0,9.3228,1.45,Medium,Kelly Williams,East,CA-2013-114307,United States
2013-08-29T00:00:00.000Z,Standard Class,Consumer,ROME,Lazio,ITALY,EU,South,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible",20.64,2,0.0,6.36,1.44,Medium,Chuck Magee,South,ES-2013-4569090,EU
2013-09-18T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,1.44,Medium,Matt Collister,West,CA-2013-109806,United States
2013-03-21T00:00:00.000Z,Standard Class,Consumer,SALEM,Oregon,UNITED STATES,US,West,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961,1.44,High,Matt Collister,West,US-2013-156986,United States
2013-08-28T00:00:00.000Z,Second Class,Consumer,QUINCY,Massachusetts,UNITED STATES,US,East,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29.0,5,0.0,13.92,1.44,Medium,Kelly Williams,East,CA-2013-145982,United States
2014-09-06T00:00:00.000Z,Second Class,Consumer,SAKAI,Osaka,JAPAN,APAC,North Asia,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",27.3,4,0.5,-9.3,1.42,Medium,Shirley Daniels,North Asia,IN-2014-16929,APAC
2014-05-15T00:00:00.000Z,First Class,Home Office,CANBERRA,Australian Capital Territory,AUSTRALIA,APAC,Oceania,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",17.7,2,0.0,2.1,1.41,Medium,Anthony Jacobs,Oceania,IN-2014-84948,APAC
2014-07-18T00:00:00.000Z,Standard Class,Home Office,ROME,New York,UNITED STATES,US,East,Furniture,Furnishings,DAX Solid Wood Frames,39.08,4,0.0,14.4596,1.41,Medium,Kelly Williams,East,US-2014-105046,United States
2013-10-24T00:00:00.000Z,Standard Class,Home Office,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0.0,8.184,1.41,Medium,Matt Collister,West,CA-2013-151323,United States
2014-11-13T00:00:00.000Z,Standard Class,Corporate,POZA RICA DE HIDALGO,Veracruz,MEXICO,LATAM,North,Office Supplies,Paper,"Xerox Note Cards, Recycled",17.52,1,0.0,4.2,1.41,Medium,Jack Lebron,North,MX-2014-167493,LATAM
2013-06-07T00:00:00.000Z,Standard Class,Home Office,MÉRIDA,Yucatán,MEXICO,LATAM,North,Office Supplies,Supplies,"Fiskars Box Cutter, Easy Grip",49.52,2,0.0,12.36,1.4,Medium,Jack Lebron,North,MX-2013-141159,LATAM
2014-11-03T00:00:00.000Z,Standard Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",49.2,5,0.0,3.9,1.4,Medium,Shirley Daniels,North Asia,IN-2014-60476,APAC
2013-08-27T00:00:00.000Z,First Class,Consumer,SAN JOSE,California,UNITED STATES,US,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,0.0,4.9104,1.4,High,Matt Collister,West,CA-2013-105585,United States
2014-06-04T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Paper,Xerox 1947,11.96,2,0.0,5.382,1.4,High,Matt Collister,West,CA-2014-145772,United States
2013-10-03T00:00:00.000Z,Standard Class,Consumer,MORELIA,Michoacán,MEXICO,LATAM,North,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",18.54,3,0.0,2.94,1.4,Low,Jack Lebron,North,MX-2013-133690,LATAM
2014-07-16T00:00:00.000Z,Standard Class,Consumer,WILMINGTON,Delaware,UNITED STATES,US,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095,1.39,Medium,Kelly Williams,East,CA-2014-166142,United States
2013-12-03T00:00:00.000Z,Standard Class,Consumer,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,1.37,Medium,Matt Collister,West,US-2013-108455,United States
2014-10-31T00:00:00.000Z,Standard Class,Consumer,SAN FRANCISCO,California,UNITED STATES,US,West,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,1.36,Medium,Matt Collister,West,CA-2014-123491,United States
2014-01-31T00:00:00.000Z,Standard Class,Home Office,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74,7,0.0,5.733,1.36,Low,Matt Collister,West,CA-2014-112725,United States
2014-09-21T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0.0,6.3296,1.35,Medium,Kelly Williams,East,CA-2014-100111,United States
2013-10-14T00:00:00.000Z,Standard Class,Consumer,ROSEVILLE,California,UNITED STATES,US,West,Office Supplies,Paper,Xerox 195,20.04,3,0.0,9.6192,1.34,Medium,Matt Collister,West,CA-2013-145583,United States
2013-10-22T00:00:00.000Z,Standard Class,Consumer,RIVERSIDE,California,UNITED STATES,US,West,Office Supplies,Paper,"\"Rediform Wirebound \"\"Phone Memo\"\" Message Book",,22,3.0,0.0,11.2308,1.34,Matt Collister,West,CA-2013-112340,United States
2013-09-03T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.0,0.946799999999997,1.34,Medium,Matt Collister,West,CA-2013-126732,United States
2013-08-29T00:00:00.000Z,Standard Class,Home Office,KANPUR,Uttar Pradesh,INDIA,APAC,Central Asia,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",20.43,3,0.0,9.36,1.33,Medium,Nora Preis,Central Asia,IN-2013-19400,APAC
2014-12-29T00:00:00.000Z,Standard Class,Consumer,ROUND ROCK,Texas,UNITED STATES,US,Central,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168,1.33,Medium,Anna Andreadi,Central,CA-2014-136539,United States
2014-04-10T00:00:00.000Z,First Class,Consumer,VILLA NUEVA,Guatemala,GUATEMALA,LATAM,Central,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set",6.34,1,0.0,0.88,1.33,Critical,Anna Andreadi,Central,MX-2014-131268,LATAM
2013-08-22T00:00:00.000Z,Second Class,Consumer,SYDNEY,New South Wales,AUSTRALIA,APAC,Oceania,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",21.546,6,0.1,4.266,1.32,Medium,Anthony Jacobs,Oceania,IN-2013-47911,APAC
2013-09-03T00:00:00.000Z,Standard Class,Consumer,MANILA,National Capital,PHILIPPINES,APAC,Southeast Asia,Office Supplies,Storage,"Smead Box, Wire Frame",21.648,4,0.45,-12.672,1.32,Medium,Alejandro Ballentine,Southeast Asia,ID-2013-13562,APAC
2014-11-15T00:00:00.000Z,Standard Class,Consumer,PASADENA,Texas,UNITED STATES,US,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504,1.32,Medium,Anna Andreadi,Central,US-2014-136679,United States
2014-11-15T00:00:00.000Z,Standard Class,Consumer,PASADENA,Texas,UNITED STATES,US,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504,1.32,Medium,Anna Andreadi,Central,US-2014-136679,LATAM
2013-12-02T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0.0,6.912,1.32,High,Matt Collister,West,CA-2013-104689,United States
2013-01-21T00:00:00.000Z,Second Class,Consumer,BEZERROS,Pernambuco,BRAZIL,LATAM,South,Office Supplies,Storage,"Smead Shelving, Wire Frame",25.6,2,0.6,-35.2,1.32,Medium,Chuck Magee,South,US-2013-151841,LATAM
2014-07-11T00:00:00.000Z,Standard Class,Consumer,COATZACOALCOS,Veracruz,MEXICO,LATAM,North,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",31.6,4,0.0,15.12,1.32,Medium,Jack Lebron,North,MX-2014-135867,LATAM
2013-08-16T00:00:00.000Z,Second Class,Corporate,DAQING,Heilongjiang,CHINA,APAC,North Asia,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",12.06,2,0.0,0.36,1.31,High,Shirley Daniels,North Asia,IN-2013-35087,APAC
2014-10-03T00:00:00.000Z,Standard Class,Consumer,SAN FRANCISCO,California,UNITED STATES,US,West,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0.0,5.9364,1.31,Medium,Matt Collister,West,CA-2014-137414,United States
2014-12-23T00:00:00.000Z,Standard Class,Consumer,JACKSON,Tennessee,UNITED STATES,US,South,Office Supplies,Art,Newell 325,23.128,7,0.2,2.891,1.31,Medium,Chuck Magee,South,CA-2014-150910,United States
2014-12-16T00:00:00.000Z,Standard Class,Corporate,DEPOK,Jawa Barat,INDONESIA,APAC,Southeast Asia,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",19.4934,2,0.47,-12.9066,1.3,Medium,Alejandro Ballentine,Southeast Asia,ID-2014-71403,APAC
2013-05-21T00:00:00.000Z,Standard Class,Home Office,VALLEJO,California,UNITED STATES,US,West,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128,1.3,Medium,Matt Collister,West,CA-2013-115917,United States
2013-10-14T00:00:00.000Z,Standard Class,Consumer,MEXICO CITY,Distrito Federal,MEXICO,LATAM,North,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",16.62,3,0.0,7.44,1.3,Medium,Jack Lebron,North,MX-2013-137155,LATAM
2014-11-03T00:00:00.000Z,Standard Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack",27.24,2,0.0,9.24,1.29,Medium,Shirley Daniels,North Asia,IN-2014-60476,APAC
2014-06-20T00:00:00.000Z,Standard Class,Corporate,PERTH,Western Australia,AUSTRALIA,APAC,Oceania,Office Supplies,Fasteners,"Stockwell Clamps, Metal",17.415,1,0.1,3.075,1.28,Medium,Anthony Jacobs,Oceania,ID-2014-11098,APAC
2014-09-21T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Office Supplies,Binders,"\"Pressboard Covers with Storage Hooks, 9 1/2\"\" x 11\"\"",,11,3.0,0.2,3.9771,1.28,Kelly Williams,East,CA-2014-100111,United States
2013-12-25T00:00:00.000Z,Standard Class,Home Office,CUERNAVACA,Morelos,MEXICO,LATAM,North,Office Supplies,Binders,"Avery Binder Covers, Clear",21.06,3,0.0,6.9,1.27,Medium,Jack Lebron,North,MX-2013-159114,LATAM
2014-11-17T00:00:00.000Z,Second Class,Consumer,FLORENCE,Tuscany,ITALY,EU,South,Office Supplies,Art,"BIC Pens, Water Color",34.92,2,0.0,14.28,1.27,Medium,Chuck Magee,South,ES-2014-3277356,EU
2014-03-24T00:00:00.000Z,First Class,Consumer,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0.0,4.872,1.26,Medium,Matt Collister,West,CA-2014-140151,United States
2014-09-15T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Office Supplies,Paper,Xerox 1980,8.56,2,0.0,3.852,1.26,High,Kelly Williams,East,CA-2014-108931,United States
2013-09-12T00:00:00.000Z,Standard Class,Consumer,ORIZABA,Veracruz,MEXICO,LATAM,North,Furniture,Chairs,"SAFCO Bag Chairs, Red",26.368,1,0.2,-0.0120000000000005,1.26,Medium,Jack Lebron,North,MX-2013-159100,LATAM
2013-02-07T00:00:00.000Z,Same Day,Corporate,LOS MOCHIS,Sinaloa,MEXICO,LATAM,North,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",25.6,2,0.0,4.08,1.26,High,Jack Lebron,North,MX-2013-153920,LATAM
2013-04-18T00:00:00.000Z,Standard Class,Home Office,TEGUCIGALPA,Francisco Morazán,HONDURAS,LATAM,Central,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",21.552,2,0.4,-11.168,1.25,Medium,Anna Andreadi,Central,US-2013-159660,LATAM
2014-11-05T00:00:00.000Z,Standard Class,Consumer,BERLIN,Berlin,GERMANY,EU,Central,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible",12.852,2,0.1,2.112,1.24,Medium,Anna Andreadi,Central,ES-2014-5900887,EU
2013-09-02T00:00:00.000Z,Standard Class,Corporate,ADELAIDE,South Australia,AUSTRALIA,APAC,Oceania,Office Supplies,Paper,"SanDisk Memo Slips, Premium",15.282,1,0.1,4.062,1.24,Medium,Anthony Jacobs,Oceania,IN-2013-12736,APAC
2014-08-29T00:00:00.000Z,Standard Class,Corporate,MANILA,National Capital,PHILIPPINES,APAC,Southeast Asia,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",20.196,3,0.45,-9.954,1.23,Medium,Alejandro Ballentine,Southeast Asia,ID-2014-16474,APAC
2013-08-16T00:00:00.000Z,Standard Class,Consumer,MEXICO CITY,Distrito Federal,MEXICO,LATAM,North,Office Supplies,Paper,"Xerox Memo Slips, Premium",18.04,2,0.0,8.64,1.23,High,Jack Lebron,North,MX-2013-143301,LATAM
2014-08-07T00:00:00.000Z,Standard Class,Consumer,MORELIA,Michoacán,MEXICO,LATAM,North,Office Supplies,Labels,"Hon Removable Labels, 5000 Label Set",13.68,2,0.0,1.88,1.21,Medium,Jack Lebron,North,MX-2014-139591,LATAM
2014-10-29T00:00:00.000Z,Standard Class,Consumer,SURUBIM,Pernambuco,BRAZIL,LATAM,South,Technology,Accessories,"Memorex Mouse, Bluetooth",22.536,3,0.6,-29.904,1.2,High,Chuck Magee,South,US-2014-160745,LATAM
2013-06-03T00:00:00.000Z,Standard Class,Corporate,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3,0.2,3.9312,1.2,High,Matt Collister,West,US-2013-119046,United States
2013-01-31T00:00:00.000Z,Standard Class,Consumer,VALPARAÍSO DE GOIÁS,Goiás,BRAZIL,LATAM,South,Office Supplies,Labels,"Avery Round Labels, Alphabetical",13.92,3,0.0,1.8,1.19,Medium,Chuck Magee,South,MX-2013-168123,LATAM
2013-08-28T00:00:00.000Z,Second Class,Consumer,QUINCY,Massachusetts,UNITED STATES,US,East,Office Supplies,Fasteners,Staples,11.68,4,0.0,5.256,1.19,Medium,Kelly Williams,East,CA-2013-145982,United States
2014-02-27T00:00:00.000Z,Standard Class,Consumer,COSTA MESA,California,UNITED STATES,US,West,Office Supplies,Paper,"\"It's Hot Message Books with Stickers, 2 3/4\"\" x 5\"\"\"",29.6,4,0.0,13.32,1.19,Medium,Matt Collister,West,CA-2014-121258,United States
